Feb. 8, 2003   12:28:11
差分脉冲伏安法
File: c:\users\京津冀\desktop\四种水样\ws-ag-1.txt
Data Source:  Experiment
Instrument Model:  CHI660C
Header: 
Note: 

Init E (V) = -1
Final E (V) = 1
Incr E (V) = 0.004
Amplitude (V) = 0.05
Pulse Width (sec) = 0.05
Sample Width (sec) = 0.0167
Pulse Period (sec) = 0.2
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-4

Ep = -0.684V
ip = -2.888e-8A
Ap = -2.402e-9VA

Ep = 0.040V
ip = -6.223e-6A
Ap = -1.647e-7VA

Potential/V, Current/A

-0.008	-7.602e-7
-0.004	-7.830e-7
0.000	-8.121e-7
0.004	-8.487e-7
0.008	-9.044e-7
0.012	-1.027e-6
0.016	-1.376e-6
0.020	-2.241e-6
0.024	-3.578e-6
0.028	-4.971e-6
0.032	-6.112e-6
0.036	-6.786e-6
0.040	-6.807e-6
0.044	-5.888e-6
0.048	-3.519e-6
0.052	-1.703e-6
0.056	-1.187e-6
0.060	-9.474e-7
0.064	-8.146e-7
0.068	-7.315e-7
0.072	-6.743e-7
0.076	-6.345e-7
0.080	-6.074e-7
0.084	-5.847e-7
0.088	-5.685e-7
0.092	-5.563e-7
0.096	-5.451e-7
0.100	-5.366e-7
0.104	-5.304e-7
0.108	-5.253e-7
0.112	-5.202e-7
0.116	-5.153e-7
0.120	-5.129e-7
0.124	-5.099e-7
0.128	-5.085e-7
0.132	-5.068e-7
0.136	-5.057e-7
0.140	-5.047e-7
0.144	-5.028e-7
0.148	-5.012e-7
0.152	-5.001e-7
0.156	-5.000e-7
0.160	-4.980e-7
0.164	-4.991e-7
0.168	-4.976e-7
0.172	-4.973e-7
0.176	-4.977e-7
0.180	-4.979e-7
0.184	-4.957e-7
0.188	-4.970e-7
0.192	-4.962e-7
0.196	-4.959e-7
0.200	-4.949e-7
0.204	-4.950e-7
0.208	-4.952e-7
0.212	-4.951e-7
0.216	-4.945e-7
0.220	-4.947e-7
0.224	-4.942e-7
0.228	-4.940e-7
0.232	-4.940e-7
0.236	-4.936e-7
0.240	-4.933e-7
0.244	-4.941e-7
0.248	-4.936e-7
0.252	-4.926e-7
0.256	-4.930e-7
0.260	-4.934e-7
0.264	-4.923e-7
0.268	-4.922e-7
0.272	-4.923e-7
0.276	-4.930e-7
0.280	-4.926e-7
0.284	-4.916e-7
0.288	-4.917e-7
0.292	-4.922e-7
0.296	-4.924e-7
0.300	-4.913e-7
0.304	-4.923e-7
0.308	-4.903e-7
0.312	-4.914e-7
0.316	-4.905e-7
0.320	-4.908e-7
0.324	-4.887e-7
0.328	-4.901e-7
0.332	-4.887e-7
0.336	-4.895e-7
0.340	-4.888e-7
0.344	-4.881e-7
0.348	-4.885e-7
0.352	-4.880e-7
0.356	-4.878e-7
0.360	-4.870e-7
0.364	-4.874e-7
0.368	-4.862e-7
0.372	-4.856e-7
0.376	-4.858e-7
0.380	-4.856e-7
0.384	-4.849e-7
0.388	-4.864e-7
0.392	-4.863e-7
0.396	-4.860e-7
0.400	-4.865e-7
0.404	-4.862e-7
0.408	-4.856e-7
0.412	-4.870e-7
0.416	-4.876e-7
0.420	-4.858e-7
0.424	-4.864e-7
0.428	-4.864e-7
0.432	-4.864e-7
0.436	-4.867e-7
0.440	-4.859e-7
0.444	-4.863e-7
0.448	-4.865e-7
0.452	-4.866e-7
0.456	-4.867e-7
0.460	-4.870e-7
0.464	-4.876e-7
0.468	-4.884e-7
0.472	-4.865e-7
0.476	-4.876e-7
0.480	-4.891e-7
0.484	-4.883e-7
0.488	-4.877e-7
0.492	-4.881e-7
0.496	-4.890e-7
0.500	-4.905e-7
0.504	-4.899e-7
0.508	-4.905e-7
0.512	-4.914e-7
0.516	-4.922e-7
0.520	-4.927e-7
0.524	-4.940e-7
0.528	-4.947e-7
0.532	-4.969e-7
0.536	-4.959e-7
0.540	-4.984e-7
0.544	-4.978e-7
0.548	-4.994e-7
0.552	-5.018e-7
0.556	-5.010e-7
0.560	-5.035e-7
0.564	-5.053e-7
0.568	-5.056e-7
0.572	-5.076e-7
0.576	-5.102e-7
0.580	-5.100e-7
0.584	-5.118e-7
0.588	-5.135e-7
0.592	-5.161e-7
0.596	-5.178e-7
0.600	-5.191e-7
0.604	-5.210e-7
0.608	-5.218e-7
0.612	-5.248e-7
0.616	-5.275e-7
0.620	-5.297e-7
0.624	-5.326e-7
0.628	-5.345e-7
0.632	-5.372e-7
0.636	-5.378e-7
0.640	-5.417e-7
0.644	-5.449e-7
0.648	-5.464e-7
0.652	-5.500e-7
0.656	-5.503e-7
0.660	-5.547e-7
0.664	-5.572e-7
0.668	-5.600e-7
0.672	-5.647e-7
0.676	-5.667e-7
0.680	-5.712e-7
0.684	-5.732e-7
0.688	-5.763e-7
0.692	-5.816e-7
0.696	-5.853e-7
0.700	-5.882e-7
0.704	-5.917e-7
0.708	-5.965e-7
0.712	-6.014e-7
0.716	-6.048e-7
0.720	-6.094e-7
0.724	-6.142e-7
0.728	-6.181e-7
0.732	-6.232e-7
0.736	-6.283e-7
0.740	-6.326e-7
0.744	-6.371e-7
0.748	-6.421e-7
0.752	-6.474e-7
0.756	-6.521e-7
0.760	-6.569e-7
0.764	-6.624e-7
0.768	-6.682e-7
0.772	-6.723e-7
0.776	-6.769e-7
0.780	-6.830e-7
0.784	-6.877e-7
0.788	-6.943e-7
0.792	-7.002e-7
0.796	-7.073e-7
0.800	-7.138e-7
0.804	-7.188e-7
0.808	-7.263e-7
0.812	-7.334e-7
0.816	-7.395e-7
0.820	-7.464e-7
0.824	-7.548e-7
0.828	-7.610e-7
0.832	-7.690e-7
0.836	-7.757e-7
0.840	-7.830e-7
0.844	-7.902e-7
0.848	-7.971e-7
0.852	-8.050e-7
0.856	-8.138e-7
0.860	-8.200e-7
0.864	-8.281e-7
0.868	-8.346e-7
0.872	-8.443e-7
0.876	-8.531e-7
0.880	-8.619e-7
0.884	-8.700e-7
0.888	-8.802e-7
0.892	-8.885e-7
0.896	-8.982e-7
0.900	-9.072e-7
0.904	-9.179e-7
0.908	-9.278e-7
0.912	-9.381e-7
0.916	-9.482e-7
0.920	-9.582e-7
0.924	-9.668e-7
0.928	-9.787e-7
0.932	-9.886e-7
0.936	-9.997e-7
0.940	-1.010e-6
0.944	-1.022e-6
0.948	-1.033e-6
0.952	-1.044e-6
0.956	-1.058e-6
0.960	-1.069e-6
0.964	-1.080e-6
0.968	-1.092e-6
0.972	-1.105e-6
0.976	-1.116e-6
0.980	-1.130e-6
0.984	-1.141e-6
0.988	-1.156e-6
0.992	-1.170e-6
0.996	-1.184e-6
1.000	-1.198e-6
